"MEASURE","Household Composition","NPRD","Number of Persons Usually Resident","STATE","State","REGIONTYPE","Region Type","REGION","LGA 2011","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","16950","Shoalhaven (C)","A","Annual","2011","2011",18,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","17000","Singleton (A)","A","Annual","2011","2011",6,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","17050","Snowy River (A)","A","Annual","2011","2011",8,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","17100","Strathfield (A)","A","Annual","2011","2011",74,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","17150","Sutherland Shire (A)","A","Annual","2011","2011",46,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","17200","Sydney (C)","A","Annual","2011","2011",1180,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","17310","Tamworth Regional (A)","A","Annual","2011","2011",16,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","17350","Temora (A)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","17400","Tenterfield (A)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","17420","The Hills Shire (A)","A","Annual","2011","2011",44,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","17450","Tumbarumba (A)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","17500","Tumut Shire (A)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","17550","Tweed (A)","A","Annual","2011","2011",33,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","17620","Upper Hunter Shire (A)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","17640","Upper Lachlan Shire (A)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","17650","Uralla (A)","A","Annual","2011","2011",3,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","17700","Urana (A)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","17750","Wagga Wagga (C)","A","Annual","2011","2011",64,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","17800","Wakool (A)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","17850","Walcha (A)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","17900","Walgett (A)","A","Annual","2011","2011",8,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","17950","Warren (A)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","18000","Warringah (A)","A","Annual","2011","2011",92,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","18020","Warrumbungle Shire (A)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","18050","Waverley (A)","A","Annual","2011","2011",149,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","18100","Weddin (A)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","18150","Wellington (A)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","18200","Wentworth (A)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","18250","Willoughby (C)","A","Annual","2011","2011",78,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","18350","Wingecarribee (A)","A","Annual","2011","2011",12,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","18400","Wollondilly (A)","A","Annual","2011","2011",7,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","18450","Wollongong (C)","A","Annual","2011","2011",245,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","18500","Woollahra (A)","A","Annual","2011","2011",90,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","18550","Wyong (A)","A","Annual","2011","2011",35,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","18710","Yass Valley (A)","A","Annual","2011","2011",6,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","18750","Young (A)","A","Annual","2011","2011",3,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","19399","Unincorporated NSW","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","1","New South Wales","LGA2011","Local Government Areas (2011)","19499","No Usual Address (NSW)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","20110","Alpine (S)","A","Annual","2011","2011",3,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","20260","Ararat (RC)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","20570","Ballarat (C)","A","Annual","2011","2011",142,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","20660","Banyule (C)","A","Annual","2011","2011",115,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","20740","Bass Coast (S)","A","Annual","2011","2011",9,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","20830","Baw Baw (S)","A","Annual","2011","2011",10,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","20910","Bayside (C)","A","Annual","2011","2011",24,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","21010","Benalla (RC)","A","Annual","2011","2011",3,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","21110","Boroondara (C)","A","Annual","2011","2011",282,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","21180","Brimbank (C)","A","Annual","2011","2011",173,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","21270","Buloke (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","21370","Campaspe (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","21450","Cardinia (S)","A","Annual","2011","2011",19,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","21610","Casey (C)","A","Annual","2011","2011",60,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","21670","Central Goldfields (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","21750","Colac-Otway (S)","A","Annual","2011","2011",8,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","21830","Corangamite (S)","A","Annual","2011","2011",3,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","21890","Darebin (C)","A","Annual","2011","2011",403,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","22110","East Gippsland (S)","A","Annual","2011","2011",8,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","22170","Frankston (C)","A","Annual","2011","2011",47,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","22250","Gannawarra (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","22310","Glen Eira (C)","A","Annual","2011","2011",221,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","22410","Glenelg (S)","A","Annual","2011","2011",8,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","22490","Golden Plains (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","22620","Greater Bendigo (C)","A","Annual","2011","2011",89,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","22670","Greater Dandenong (C)","A","Annual","2011","2011",167,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","22750","Greater Geelong (C)","A","Annual","2011","2011",153,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","22830","Greater Shepparton (C)","A","Annual","2011","2011",24,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","22910","Hepburn (S)","A","Annual","2011","2011",3,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","22980","Hindmarsh (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","23110","Hobsons Bay (C)","A","Annual","2011","2011",77,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","23190","Horsham (RC)","A","Annual","2011","2011",4,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","23270","Hume (C)","A","Annual","2011","2011",33,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","23350","Indigo (S)","A","Annual","2011","2011",3,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","23430","Kingston (C)","A","Annual","2011","2011",95,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","23670","Knox (C)","A","Annual","2011","2011",40,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","23810","Latrobe (C)","A","Annual","2011","2011",21,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","23940","Loddon (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","24130","Macedon Ranges (S)","A","Annual","2011","2011",3,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","24210","Manningham (C)","A","Annual","2011","2011",51,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","24250","Mansfield (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","24330","Maribyrnong (C)","A","Annual","2011","2011",181,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","24410","Maroondah (C)","A","Annual","2011","2011",31,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","24600","Melbourne (C)","A","Annual","2011","2011",562,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","24650","Melton (S)","A","Annual","2011","2011",27,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","24780","Mildura (RC)","A","Annual","2011","2011",13,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","24850","Mitchell (S)","A","Annual","2011","2011",3,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","24900","Moira (S)","A","Annual","2011","2011",6,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","24970","Monash (C)","A","Annual","2011","2011",571,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","25060","Moonee Valley (C)","A","Annual","2011","2011",137,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","25150","Moorabool (S)","A","Annual","2011","2011",8,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","25250","Moreland (C)","A","Annual","2011","2011",532,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","25340","Mornington Peninsula (S)","A","Annual","2011","2011",31,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","25430","Mount Alexander (S)","A","Annual","2011","2011",5,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","25490","Moyne (S)","A","Annual","2011","2011",3,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","25620","Murrindindi (S)","A","Annual","2011","2011",3,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","25710","Nillumbik (S)","A","Annual","2011","2011",5,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","25810","Northern Grampians (S)","A","Annual","2011","2011",3,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","25900","Port Phillip (C)","A","Annual","2011","2011",187,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","25990","Pyrenees (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","26080","Queenscliffe (B)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","26170","South Gippsland (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","26260","Southern Grampians (S)","A","Annual","2011","2011",4,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","26350","Stonnington (C)","A","Annual","2011","2011",228,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","26430","Strathbogie (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","26490","Surf Coast (S)","A","Annual","2011","2011",19,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","26610","Swan Hill (RC)","A","Annual","2011","2011",17,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","26670","Towong (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","26700","Wangaratta (RC)","A","Annual","2011","2011",10,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","26730","Warrnambool (C)","A","Annual","2011","2011",29,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","26810","Wellington (S)","A","Annual","2011","2011",3,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","26890","West Wimmera (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","26980","Whitehorse (C)","A","Annual","2011","2011",328,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","27070","Whittlesea (C)","A","Annual","2011","2011",87,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","27170","Wodonga (RC)","A","Annual","2011","2011",17,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","27260","Wyndham (C)","A","Annual","2011","2011",54,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","27350","Yarra (C)","A","Annual","2011","2011",461,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","27450","Yarra Ranges (S)","A","Annual","2011","2011",32,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","27630","Yarriambiack (S)","A","Annual","2011","2011",3,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","29399","Unincorporated Vic","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","2","Victoria","LGA2011","Local Government Areas (2011)","29499","No Usual Address (Vic.)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","30250","Aurukun (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","30300","Balonne (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","30370","Banana (S)","A","Annual","2011","2011",3,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","30410","Barcaldine (R)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","30450","Barcoo (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","30760","Blackall Tambo (R)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","30900","Boulia (S)","A","Annual","2011","2011",3,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","31000","Brisbane (C)","A","Annual","2011","2011",2537,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","31750","Bulloo (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","31820","Bundaberg (R)","A","Annual","2011","2011",42,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","31900","Burdekin (S)","A","Annual","2011","2011",3,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","31950","Burke (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","32070","Cairns (R)","A","Annual","2011","2011",97,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","32250","Carpentaria (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","32260","Cassowary Coast (R)","A","Annual","2011","2011",12,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","32270","Central Highlands (R)","A","Annual","2011","2011",25,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","32310","Charters Towers (R)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","32330","Cherbourg (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","32450","Cloncurry (S)","A","Annual","2011","2011",5,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","32500","Cook (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","32600","Croydon (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","32750","Diamantina (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","32770","Doomadgee (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","33100","Etheridge (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","33200","Flinders (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","33220","Fraser Coast (R)","A","Annual","2011","2011",21,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","33360","Gladstone (R)","A","Annual","2011","2011",27,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","33430","Gold Coast (C)","A","Annual","2011","2011",555,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","33610","Goondiwindi (R)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","33620","Gympie (R)","A","Annual","2011","2011",9,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","33800","Hinchinbrook (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","33830","Hope Vale (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","33960","Ipswich (C)","A","Annual","2011","2011",85,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","33980","Isaac (R)","A","Annual","2011","2011",8,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","34420","Kowanyama (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","34570","Lockhart River (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","34580","Lockyer Valley (R)","A","Annual","2011","2011",53,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","34590","Logan (C)","A","Annual","2011","2011",120,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","34710","Longreach (R)","A","Annual","2011","2011",3,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","34770","Mackay (R)","A","Annual","2011","2011",77,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","34800","McKinlay (S)","A","Annual","2011","2011",3,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","34830","Mapoon (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","34860","Maranoa (R)","A","Annual","2011","2011",4,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","35010","Moreton Bay (R)","A","Annual","2011","2011",132,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","35250","Mornington (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","35300","Mount Isa (C)","A","Annual","2011","2011",14,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","35600","Murweh (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","35670","Napranum (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","35760","North Burnett (R)","A","Annual","2011","2011",8,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","35780","Northern Peninsula Area (R)","A","Annual","2011","2011",4,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","35790","Palm Island (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","35800","Paroo (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","36070","Pormpuraaw (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","36150","Quilpie (S)","A","Annual","2011","2011",3,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","36250","Redland (C)","A","Annual","2011","2011",47,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","36300","Richmond (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","36360","Rockhampton (R)","A","Annual","2011","2011",48,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","36510","Scenic Rim (R)","A","Annual","2011","2011",9,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","36580","Somerset (R)","A","Annual","2011","2011",9,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","36630","South Burnett (R)","A","Annual","2011","2011",10,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","36660","Southern Downs (R)","A","Annual","2011","2011",13,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","36710","Sunshine Coast (R)","A","Annual","2011","2011",189,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","36810","Tablelands (R)","A","Annual","2011","2011",10,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","36910","Toowoomba (R)","A","Annual","2011","2011",58,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","36950","Torres (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","36960","Torres Strait Island (R)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","37010","Townsville (C)","A","Annual","2011","2011",205,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","37300","Weipa (T)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","37310","Western Downs (R)","A","Annual","2011","2011",14,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","37340","Whitsunday (R)","A","Annual","2011","2011",34,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","37400","Winton (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","37550","Woorabinda (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","37570","Wujal Wujal (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","37600","Yarrabah (S)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","39399","Unincorporated Qld","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","3","Queensland","LGA2011","Local Government Areas (2011)","39499","No Usual Address (Qld.)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","4","Four","4","South Australia","LGA2011","Local Government Areas (2011)","40070","Adelaide (C)","A","Annual","2011","2011",132,,
